mag,vel,recovered
15.301876774005251,8.0,0
15.301876774005251,8.0,0
15.301876774005251,8.0,0
15.301876774005251,8.0,0
15.301876774005251,8.0,0
15.801876774005251,8.0,1
15.801876774005251,8.0,0
15.801876774005251,8.0,0
15.801876774005251,8.0,0
15.801876774005251,8.0,0
15.301876774005251,9.0,0
15.301876774005251,9.0,0
15.301876774005251,9.0,0
15.301876774005251,9.0,0
15.301876774005251,9.0,0
15.801876774005251,9.0,0
15.801876774005251,9.0,0
15.801876774005251,9.0,0
15.801876774005251,9.0,0
15.801876774005251,9.0,0
13.801876774005251,12.0,0
13.801876774005251,12.0,1
13.801876774005251,12.0,1
13.801876774005251,12.0,0
13.801876774005251,12.0,0
14.301876774005251,12.0,0
14.301876774005251,12.0,0
14.301876774005251,12.0,0
14.301876774005251,12.0,0
14.301876774005251,12.0,0
14.801876774005251,12.0,0
14.801876774005251,12.0,0
14.801876774005251,12.0,0
14.801876774005251,12.0,0
14.801876774005251,12.0,0
14.801876774005251,11.0,0
14.801876774005251,11.0,0
14.801876774005251,11.0,0
14.801876774005251,11.0,0
14.801876774005251,11.0,0
11.801876774005251,12.0,1
11.801876774005251,12.0,1
11.801876774005251,12.0,1
11.801876774005251,12.0,1
11.801876774005251,12.0,1
12.301876774005251,12.0,1
12.301876774005251,12.0,1
12.301876774005251,12.0,1
12.301876774005251,12.0,1
12.301876774005251,12.0,1
12.801876774005251,12.0,1
12.801876774005251,12.0,1
12.801876774005251,12.0,1
12.801876774005251,12.0,1
12.801876774005251,12.0,1
13.301876774005251,12.0,1
13.301876774005251,12.0,0
13.301876774005251,12.0,0
13.301876774005251,12.0,1
13.301876774005251,12.0,1
12.301876774005251,11.0,1
12.301876774005251,11.0,1
12.301876774005251,11.0,1
12.301876774005251,11.0,1
12.301876774005251,11.0,1
12.801876774005251,11.0,1
12.801876774005251,11.0,1
12.801876774005251,11.0,1
12.801876774005251,11.0,1
12.801876774005251,11.0,1
13.301876774005251,11.0,0
13.301876774005251,11.0,0
13.301876774005251,11.0,1
13.301876774005251,11.0,1
13.301876774005251,11.0,1
13.801876774005251,11.0,0
13.801876774005251,11.0,1
13.801876774005251,11.0,1
13.801876774005251,11.0,0
13.801876774005251,11.0,1
14.301876774005251,11.0,0
14.301876774005251,11.0,0
14.301876774005251,11.0,0
14.301876774005251,11.0,0
14.301876774005251,11.0,1
13.301876774005251,10.0,1
13.301876774005251,10.0,1
13.301876774005251,10.0,1
13.301876774005251,10.0,1
13.301876774005251,10.0,1
13.801876774005251,10.0,1
13.801876774005251,10.0,1
13.801876774005251,10.0,1
13.801876774005251,10.0,1
13.801876774005251,10.0,1
14.301876774005251,10.0,0
14.301876774005251,10.0,0
14.301876774005251,10.0,0
14.301876774005251,10.0,0
14.301876774005251,10.0,0
14.801876774005251,10.0,0
14.801876774005251,10.0,0
14.801876774005251,10.0,0
14.801876774005251,10.0,0
14.801876774005251,10.0,0
11.801876774005251,11.0,1
11.801876774005251,11.0,1
11.801876774005251,11.0,1
11.801876774005251,11.0,1
11.801876774005251,11.0,1
14.301876774005251,9.0,0
14.301876774005251,9.0,1
14.301876774005251,9.0,1
14.301876774005251,9.0,1
14.301876774005251,9.0,1
14.801876774005251,9.0,1
14.801876774005251,9.0,0
14.801876774005251,9.0,0
14.801876774005251,9.0,0
14.801876774005251,9.0,1
11.801876774005251,10.0,1
11.801876774005251,10.0,1
11.801876774005251,10.0,1
11.801876774005251,10.0,1
11.801876774005251,10.0,1
12.301876774005251,10.0,1
12.301876774005251,10.0,1
12.301876774005251,10.0,1
12.301876774005251,10.0,1
12.301876774005251,10.0,1
12.801876774005251,10.0,1
12.801876774005251,10.0,1
12.801876774005251,10.0,1
12.801876774005251,10.0,1
12.801876774005251,10.0,1
11.801876774005251,9.0,1
11.801876774005251,9.0,1
11.801876774005251,9.0,1
11.801876774005251,9.0,1
11.801876774005251,9.0,1
12.301876774005251,9.0,1
12.301876774005251,9.0,1
12.301876774005251,9.0,1
12.301876774005251,9.0,1
12.301876774005251,9.0,1
12.801876774005251,9.0,1
12.801876774005251,9.0,1
12.801876774005251,9.0,1
12.801876774005251,9.0,1
12.801876774005251,9.0,1
13.301876774005251,9.0,1
13.301876774005251,9.0,1
13.301876774005251,9.0,1
13.301876774005251,9.0,1
13.301876774005251,9.0,1
13.801876774005251,9.0,1
13.801876774005251,9.0,1
13.801876774005251,9.0,1
13.801876774005251,9.0,1
13.801876774005251,9.0,1
12.801876774005251,8.0,1
12.801876774005251,8.0,1
12.801876774005251,8.0,1
12.801876774005251,8.0,1
12.801876774005251,8.0,1
13.301876774005251,8.0,1
13.301876774005251,8.0,1
13.301876774005251,8.0,1
13.301876774005251,8.0,1
13.301876774005251,8.0,1
13.801876774005251,8.0,1
13.801876774005251,8.0,1
13.801876774005251,8.0,1
13.801876774005251,8.0,1
13.801876774005251,8.0,1
14.301876774005251,8.0,1
14.301876774005251,8.0,1
14.301876774005251,8.0,1
14.301876774005251,8.0,1
14.301876774005251,8.0,1
14.801876774005251,8.0,0
14.801876774005251,8.0,1
14.801876774005251,8.0,1
14.801876774005251,8.0,1
14.801876774005251,8.0,1
15.801876774005251,7.0,0
15.801876774005251,7.0,0
15.801876774005251,7.0,0
15.801876774005251,7.0,0
15.801876774005251,7.0,0
16.30187677400525,7.0,1
16.30187677400525,7.0,0
16.30187677400525,7.0,0
16.30187677400525,7.0,0
16.30187677400525,7.0,0
16.80187677400525,7.0,0
16.80187677400525,7.0,0
16.80187677400525,7.0,0
16.80187677400525,7.0,0
16.80187677400525,7.0,0
11.801876774005251,8.0,1
11.801876774005251,8.0,1
11.801876774005251,8.0,1
11.801876774005251,8.0,1
11.801876774005251,8.0,1
12.301876774005251,8.0,1
12.301876774005251,8.0,1
12.301876774005251,8.0,1
12.301876774005251,8.0,1
12.301876774005251,8.0,1
13.301876774005251,7.0,1
13.301876774005251,7.0,1
13.301876774005251,7.0,1
13.301876774005251,7.0,1
13.301876774005251,7.0,1
13.801876774005251,7.0,1
13.801876774005251,7.0,1
13.801876774005251,7.0,1
13.801876774005251,7.0,1
13.801876774005251,7.0,1
14.301876774005251,7.0,1
14.301876774005251,7.0,1
14.301876774005251,7.0,1
14.301876774005251,7.0,1
14.301876774005251,7.0,1
14.801876774005251,7.0,1
14.801876774005251,7.0,1
14.801876774005251,7.0,1
14.801876774005251,7.0,1
14.801876774005251,7.0,1
15.301876774005251,7.0,0
15.301876774005251,7.0,1
15.301876774005251,7.0,1
15.301876774005251,7.0,0
15.301876774005251,7.0,1
16.30187677400525,6.0,0
16.30187677400525,6.0,0
16.30187677400525,6.0,0
16.30187677400525,6.0,0
16.30187677400525,6.0,0
16.80187677400525,6.0,0
16.80187677400525,6.0,0
16.80187677400525,6.0,0
16.80187677400525,6.0,0
16.80187677400525,6.0,0
11.801876774005251,7.0,1
11.801876774005251,7.0,1
11.801876774005251,7.0,1
11.801876774005251,7.0,1
11.801876774005251,7.0,1
12.301876774005251,7.0,1
12.301876774005251,7.0,1
12.301876774005251,7.0,1
12.301876774005251,7.0,1
12.301876774005251,7.0,1
12.801876774005251,7.0,1
12.801876774005251,7.0,1
12.801876774005251,7.0,1
12.801876774005251,7.0,1
12.801876774005251,7.0,1
13.801876774005251,6.0,1
13.801876774005251,6.0,1
13.801876774005251,6.0,1
13.801876774005251,6.0,1
13.801876774005251,6.0,1
14.301876774005251,6.0,1
14.301876774005251,6.0,1
14.301876774005251,6.0,1
14.301876774005251,6.0,1
14.301876774005251,6.0,1
14.801876774005251,6.0,1
14.801876774005251,6.0,1
14.801876774005251,6.0,1
14.801876774005251,6.0,1
14.801876774005251,6.0,1
15.301876774005251,6.0,1
15.301876774005251,6.0,1
15.301876774005251,6.0,1
15.301876774005251,6.0,0
15.301876774005251,6.0,1
15.801876774005251,6.0,0
15.801876774005251,6.0,0
15.801876774005251,6.0,1
15.801876774005251,6.0,0
15.801876774005251,6.0,1
16.80187677400525,5.0,0
16.80187677400525,5.0,0
16.80187677400525,5.0,0
16.80187677400525,5.0,0
16.80187677400525,5.0,0
11.801876774005251,6.0,1
11.801876774005251,6.0,1
11.801876774005251,6.0,1
11.801876774005251,6.0,1
11.801876774005251,6.0,1
12.301876774005251,6.0,1
12.301876774005251,6.0,1
12.301876774005251,6.0,1
12.301876774005251,6.0,1
12.301876774005251,6.0,1
12.801876774005251,6.0,1
12.801876774005251,6.0,1
12.801876774005251,6.0,1
12.801876774005251,6.0,1
12.801876774005251,6.0,1
13.301876774005251,6.0,1
13.301876774005251,6.0,1
13.301876774005251,6.0,1
13.301876774005251,6.0,1
13.301876774005251,6.0,1
14.301876774005251,5.0,1
14.301876774005251,5.0,1
14.301876774005251,5.0,1
14.301876774005251,5.0,1
14.301876774005251,5.0,1
14.801876774005251,5.0,1
14.801876774005251,5.0,1
14.801876774005251,5.0,1
14.801876774005251,5.0,1
14.801876774005251,5.0,1
15.301876774005251,5.0,1
15.301876774005251,5.0,1
15.301876774005251,5.0,1
15.301876774005251,5.0,1
15.301876774005251,5.0,1
15.801876774005251,5.0,1
15.801876774005251,5.0,1
15.801876774005251,5.0,1
15.801876774005251,5.0,0
15.801876774005251,5.0,0
16.30187677400525,5.0,0
16.30187677400525,5.0,0
16.30187677400525,5.0,0
16.30187677400525,5.0,0
16.30187677400525,5.0,1
11.801876774005251,5.0,1
11.801876774005251,5.0,1
11.801876774005251,5.0,1
11.801876774005251,5.0,1
11.801876774005251,5.0,1
12.301876774005251,5.0,1
12.301876774005251,5.0,1
12.301876774005251,5.0,1
12.301876774005251,5.0,1
12.301876774005251,5.0,1
12.801876774005251,5.0,1
12.801876774005251,5.0,1
12.801876774005251,5.0,1
12.801876774005251,5.0,1
12.801876774005251,5.0,1
13.301876774005251,5.0,1
13.301876774005251,5.0,1
13.301876774005251,5.0,1
13.301876774005251,5.0,1
13.301876774005251,5.0,1
13.801876774005251,5.0,1
13.801876774005251,5.0,1
13.801876774005251,5.0,1
13.801876774005251,5.0,1
13.801876774005251,5.0,1
14.801876774005251,4.0,1
14.801876774005251,4.0,1
14.801876774005251,4.0,1
14.801876774005251,4.0,1
14.801876774005251,4.0,1
15.301876774005251,4.0,1
15.301876774005251,4.0,1
15.301876774005251,4.0,1
15.301876774005251,4.0,1
15.301876774005251,4.0,1
15.801876774005251,4.0,1
15.801876774005251,4.0,1
15.801876774005251,4.0,1
15.801876774005251,4.0,1
15.801876774005251,4.0,1
16.30187677400525,4.0,1
16.30187677400525,4.0,0
16.30187677400525,4.0,0
16.30187677400525,4.0,0
16.30187677400525,4.0,0
16.80187677400525,4.0,0
16.80187677400525,4.0,0
16.80187677400525,4.0,0
16.80187677400525,4.0,0
16.80187677400525,4.0,1
15.301876774005251,3.0,1
15.301876774005251,3.0,1
15.301876774005251,3.0,1
15.301876774005251,3.0,1
15.301876774005251,3.0,1
15.801876774005251,3.0,1
15.801876774005251,3.0,1
15.801876774005251,3.0,1
15.801876774005251,3.0,1
15.801876774005251,3.0,1
16.30187677400525,3.0,1
16.30187677400525,3.0,1
16.30187677400525,3.0,0
16.30187677400525,3.0,1
16.30187677400525,3.0,1
16.80187677400525,3.0,0
16.80187677400525,3.0,0
16.80187677400525,3.0,0
16.80187677400525,3.0,0
16.80187677400525,3.0,0
14.301876774005251,4.0,1
14.301876774005251,4.0,1
14.301876774005251,4.0,1
14.301876774005251,4.0,1
14.301876774005251,4.0,1
15.801876774005251,2.0,1
15.801876774005251,2.0,1
15.801876774005251,2.0,1
15.801876774005251,2.0,1
15.801876774005251,2.0,1
16.30187677400525,2.0,1
16.30187677400525,2.0,1
16.30187677400525,2.0,1
16.30187677400525,2.0,1
16.30187677400525,2.0,1
16.80187677400525,2.0,0
16.80187677400525,2.0,0
16.80187677400525,2.0,0
16.80187677400525,2.0,0
16.80187677400525,2.0,0
14.301876774005251,3.0,1
14.301876774005251,3.0,1
14.301876774005251,3.0,1
14.301876774005251,3.0,1
14.301876774005251,3.0,1
14.801876774005251,3.0,1
14.801876774005251,3.0,1
14.801876774005251,3.0,1
14.801876774005251,3.0,1
14.801876774005251,3.0,1
16.30187677400525,1.0,1
16.30187677400525,1.0,1
16.30187677400525,1.0,1
16.30187677400525,1.0,1
16.30187677400525,1.0,1
16.80187677400525,1.0,0
16.80187677400525,1.0,0
16.80187677400525,1.0,0
16.80187677400525,1.0,0
16.80187677400525,1.0,0
14.301876774005251,2.0,1
14.301876774005251,2.0,1
14.301876774005251,2.0,1
14.301876774005251,2.0,1
14.301876774005251,2.0,1
14.801876774005251,2.0,1
14.801876774005251,2.0,1
14.801876774005251,2.0,1
14.801876774005251,2.0,1
14.801876774005251,2.0,1
15.301876774005251,2.0,1
15.301876774005251,2.0,1
15.301876774005251,2.0,1
15.301876774005251,2.0,1
15.301876774005251,2.0,1
16.80187677400525,0.5,0
16.80187677400525,0.5,0
16.80187677400525,0.5,0
16.80187677400525,0.5,0
16.80187677400525,0.5,0
14.301876774005251,1.0,1
14.301876774005251,1.0,1
14.301876774005251,1.0,1
14.301876774005251,1.0,1
14.301876774005251,1.0,1
14.801876774005251,1.0,1
14.801876774005251,1.0,1
14.801876774005251,1.0,1
14.801876774005251,1.0,1
14.801876774005251,1.0,1
15.301876774005251,1.0,1
15.301876774005251,1.0,1
15.301876774005251,1.0,1
15.301876774005251,1.0,1
15.301876774005251,1.0,1
15.801876774005251,1.0,1
15.801876774005251,1.0,1
15.801876774005251,1.0,1
15.801876774005251,1.0,1
15.801876774005251,1.0,1
14.301876774005251,0.5,1
14.301876774005251,0.5,1
14.301876774005251,0.5,1
14.301876774005251,0.5,1
14.301876774005251,0.5,1
14.801876774005251,0.5,1
14.801876774005251,0.5,1
14.801876774005251,0.5,1
14.801876774005251,0.5,1
14.801876774005251,0.5,1
15.301876774005251,0.5,1
15.301876774005251,0.5,1
15.301876774005251,0.5,1
15.301876774005251,0.5,1
15.301876774005251,0.5,1
15.801876774005251,0.5,1
15.801876774005251,0.5,1
15.801876774005251,0.5,1
15.801876774005251,0.5,1
15.801876774005251,0.5,1
16.30187677400525,0.5,1
16.30187677400525,0.5,1
16.30187677400525,0.5,1
16.30187677400525,0.5,0
16.30187677400525,0.5,1
